sale_key,order_id,product_key,customer_key,location_key,order_date,ship_mode,ship_date,sales
5833,CA-2017-142895,949,444,5,2017-07-21,Standard Class,2017-07-26,6.264
5834,CA-2017-142895,956,444,5,2017-07-21,Standard Class,2017-07-26,363.92
5835,CA-2016-101868,1637,78,328,2016-06-09,Standard Class,2016-06-16,64.2
5836,CA-2016-101868,1161,78,328,2016-06-09,Standard Class,2016-06-16,38.52
5837,CA-2016-101868,1701,78,328,2016-06-09,Standard Class,2016-06-16,72.6
5838,CA-2018-133207,1764,771,2,2018-11-27,Standard Class,2018-12-03,57.568
5839,CA-2016-132948,1765,598,61,2016-03-27,Standard Class,2016-04-03,83.7
5840,CA-2016-134992,1194,676,102,2016-09-22,Second Class,2016-09-26,32.4
5841,CA-2016-134992,929,676,102,2016-09-22,Second Class,2016-09-26,47.98
5842,CA-2016-126725,1766,575,189,2016-11-17,Standard Class,2016-11-21,415.968
5843,CA-2016-126725,887,575,189,2016-11-17,Standard Class,2016-11-21,304.9
5844,CA-2016-126725,1703,575,189,2016-11-17,Standard Class,2016-11-21,80.96
5845,CA-2016-126725,1668,575,189,2016-11-17,Standard Class,2016-11-21,777.21
5846,CA-2016-126725,989,575,189,2016-11-17,Standard Class,2016-11-21,32.4
5847,CA-2016-126725,902,575,189,2016-11-17,Standard Class,2016-11-21,225.568
5848,CA-2016-126725,1123,575,189,2016-11-17,Standard Class,2016-11-21,36.6
5849,CA-2016-121783,848,179,530,2016-11-10,Standard Class,2016-11-14,715.64
5850,CA-2016-121783,1245,179,530,2016-11-10,Standard Class,2016-11-14,795.51
5851,CA-2016-121783,1573,179,530,2016-11-10,Standard Class,2016-11-14,549.99
5852,CA-2016-121783,445,179,530,2016-11-10,Standard Class,2016-11-14,74.76
5853,CA-2016-121783,222,179,530,2016-11-10,Standard Class,2016-11-14,29.22
5854,US-2015-138835,309,527,221,2015-09-10,Standard Class,2015-09-14,9.64
5855,CA-2016-112214,1199,707,78,2016-08-05,Standard Class,2016-08-11,33.488
5856,CA-2016-112214,1512,707,78,2016-08-05,Standard Class,2016-08-11,23.04
5857,CA-2016-112214,1283,707,78,2016-08-05,Standard Class,2016-08-11,1.362
5858,CA-2016-112214,1257,707,78,2016-08-05,Standard Class,2016-08-11,14.76
5859,US-2018-153255,1602,301,138,2018-09-03,Second Class,2018-09-07,239.666
5860,CA-2016-108119,1001,653,551,2016-11-01,Standard Class,2016-11-08,301.96
5861,CA-2016-157434,1051,83,75,2016-04-29,Second Class,2016-05-04,7.968
5862,CA-2017-101525,1767,633,366,2017-05-01,Second Class,2017-05-04,109.92
5863,CA-2017-101525,1308,633,366,2017-05-01,Second Class,2017-05-04,19.44
5864,CA-2017-101525,797,633,366,2017-05-01,Second Class,2017-05-04,11.16
5865,US-2015-117968,1277,603,316,2015-08-05,Second Class,2015-08-07,79.47
5866,US-2015-117968,1606,603,316,2015-08-05,Second Class,2015-08-07,4.56
5867,US-2015-117968,630,603,316,2015-08-05,Second Class,2015-08-07,1133.35
5868,CA-2017-158211,513,131,106,2017-01-04,Standard Class,2017-01-08,4.672
5869,CA-2017-158211,921,131,106,2017-01-04,Standard Class,2017-01-08,104.58
5870,CA-2017-152247,446,672,552,2017-11-07,Standard Class,2017-11-12,1603.136
5871,CA-2017-128223,1745,183,159,2017-06-14,Same Day,2017-06-14,1293.488
5872,CA-2017-154235,102,77,463,2017-09-24,Standard Class,2017-09-28,127.95
5873,CA-2018-129910,43,468,113,2018-03-30,Standard Class,2018-04-03,59.76
5874,CA-2018-133095,1088,383,237,2018-06-04,Same Day,2018-06-04,108.08
5875,CA-2018-133095,1311,383,237,2018-06-04,Same Day,2018-06-04,9.54
5876,CA-2016-130554,564,87,12,2016-04-07,First Class,2016-04-09,11.736
5877,CA-2015-152443,670,436,129,2015-05-21,Standard Class,2015-05-26,447.86
5878,CA-2015-152443,1666,436,129,2015-05-21,Standard Class,2015-05-26,17.94
5879,CA-2015-152443,1361,436,129,2015-05-21,Standard Class,2015-05-26,245.88
5880,CA-2017-133319,1416,598,165,2017-09-05,Standard Class,2017-09-11,192.16
5881,CA-2017-133935,446,479,189,2017-09-18,Standard Class,2017-09-22,801.568
5882,CA-2017-133935,840,479,189,2017-09-18,Standard Class,2017-09-22,368.91
5883,CA-2017-133935,813,479,189,2017-09-18,Standard Class,2017-09-22,885.528
5884,CA-2017-136301,376,554,10,2017-03-13,Second Class,2017-03-15,28.28
5885,CA-2017-136301,1360,554,10,2017-03-13,Second Class,2017-03-15,4912.59
5886,US-2015-109456,953,202,95,2015-10-16,Same Day,2015-10-17,14.352
5887,US-2015-109456,604,202,95,2015-10-16,Same Day,2015-10-17,179.97
5888,CA-2018-151596,1355,772,481,2018-10-08,First Class,2018-10-11,42.76
5889,CA-2016-147879,1768,418,553,2016-05-07,Standard Class,2016-05-12,45.68
5890,CA-2017-166625,1096,759,308,2017-04-14,First Class,2017-04-17,25.06
5891,CA-2017-146157,695,743,27,2017-11-21,Standard Class,2017-11-26,38.432
5892,CA-2017-146157,147,743,27,2017-11-21,Standard Class,2017-11-26,21.568
5893,CA-2017-146157,152,743,27,2017-11-21,Standard Class,2017-11-26,81.576
5894,CA-2018-159954,995,758,149,2018-09-10,Standard Class,2018-09-14,2.78
5895,CA-2018-100825,1292,471,2,2018-09-09,Standard Class,2018-09-14,99.87
5896,CA-2015-168305,1761,485,14,2015-11-01,Standard Class,2015-11-08,44.4
5897,CA-2015-168305,1116,485,14,2015-11-01,Standard Class,2015-11-08,21.4
5898,CA-2017-167682,91,10,238,2017-04-03,Standard Class,2017-04-09,71.12
5899,CA-2017-167682,1418,10,238,2017-04-03,Standard Class,2017-04-09,259.96
5900,CA-2018-108000,1171,323,95,2018-01-12,Standard Class,2018-01-16,9.78
5901,CA-2016-146465,473,584,35,2016-11-20,Standard Class,2016-11-24,24.192
5902,CA-2017-159639,1173,332,74,2017-11-27,Standard Class,2017-12-02,31.56
5903,US-2018-153948,369,87,35,2018-11-06,Same Day,2018-11-06,59.94
5904,US-2018-153948,1714,87,35,2018-11-06,Same Day,2018-11-06,45.36
5905,US-2018-153948,1715,87,35,2018-11-06,Same Day,2018-11-06,26.4
5906,US-2018-153948,1656,87,35,2018-11-06,Same Day,2018-11-06,41.4
5907,US-2018-153948,659,87,35,2018-11-06,Same Day,2018-11-06,16.95
5908,US-2017-113985,1088,471,59,2017-12-02,Standard Class,2017-12-07,24.704
5909,US-2017-113985,942,471,59,2017-12-02,Standard Class,2017-12-07,59.7
5910,US-2017-113985,1574,471,59,2017-12-02,Standard Class,2017-12-07,14.52
5911,US-2017-113985,1312,471,59,2017-12-02,Standard Class,2017-12-07,104.184
5912,CA-2017-155383,178,650,61,2017-12-17,Standard Class,2017-12-22,46.53
5913,CA-2015-120432,1769,62,553,2015-08-24,Second Class,2015-08-26,25.5
5914,US-2016-126977,384,725,46,2016-09-17,Standard Class,2016-09-23,14.9
5915,US-2016-126977,50,725,46,2016-09-17,Standard Class,2016-09-23,87.71
5916,US-2016-126977,914,725,46,2016-09-17,Standard Class,2016-09-23,199.764
5917,US-2016-126977,393,725,46,2016-09-17,Standard Class,2016-09-23,94.6
5918,US-2016-126977,27,725,46,2016-09-17,Standard Class,2016-09-23,4228.704
5919,US-2016-126977,1249,725,46,2016-09-17,Standard Class,2016-09-23,2003.92
5920,US-2016-126977,600,725,46,2016-09-17,Standard Class,2016-09-23,209.97
5921,US-2016-126977,765,725,46,2016-09-17,Standard Class,2016-09-23,659.9
5922,US-2016-126977,418,725,46,2016-09-17,Standard Class,2016-09-23,110.96
5923,US-2016-126977,1050,725,46,2016-09-17,Standard Class,2016-09-23,67.8
5924,CA-2017-130288,972,159,165,2017-11-26,Second Class,2017-11-30,313.176
5925,CA-2018-146458,1242,580,29,2018-11-19,Second Class,2018-11-22,22.96
5926,CA-2018-150420,990,242,396,2018-06-03,Standard Class,2018-06-08,1099.5
5927,US-2015-118997,1747,20,34,2015-04-08,Standard Class,2015-04-12,1215.92
5928,CA-2015-114314,3,588,146,2015-10-11,Standard Class,2015-10-15,7.31
5929,CA-2015-114314,1349,588,146,2015-10-11,Standard Class,2015-10-15,8.92
5930,US-2018-169551,673,211,75,2018-07-07,First Class,2018-07-09,87.21
5931,US-2018-169551,261,211,75,2018-07-07,First Class,2018-07-09,15.552
5932,US-2018-169551,433,211,75,2018-07-07,First Class,2018-07-09,683.988
5933,US-2018-169551,1428,211,75,2018-07-07,First Class,2018-07-09,13.392
5934,US-2018-169551,1696,211,75,2018-07-07,First Class,2018-07-09,16.776
5935,US-2018-169551,765,211,75,2018-07-07,First Class,2018-07-09,527.92
5936,CA-2017-103107,535,47,6,2017-07-04,Same Day,2017-07-04,25.4
5937,CA-2017-103107,1193,47,6,2017-07-04,Same Day,2017-07-04,177.48
5938,CA-2017-103107,994,47,6,2017-07-04,Same Day,2017-07-04,71.976
5939,CA-2018-122077,1212,640,302,2018-05-19,Standard Class,2018-05-25,95.992
5940,CA-2018-122077,1723,640,302,2018-05-19,Standard Class,2018-05-25,13.216
5941,CA-2018-112431,478,356,14,2018-10-12,Second Class,2018-10-14,435.84
5942,CA-2018-112431,135,356,14,2018-10-12,Second Class,2018-10-14,5.88
5943,CA-2017-151092,195,365,4,2017-08-06,Standard Class,2017-08-13,211.168
5944,CA-2015-104178,1449,26,2,2015-08-25,Standard Class,2015-08-29,6.28
5945,CA-2015-104178,453,26,2,2015-08-25,Standard Class,2015-08-29,95.1
5946,CA-2015-104178,1348,26,2,2015-08-25,Standard Class,2015-08-29,25.92
5947,CA-2015-104178,763,26,2,2015-08-25,Standard Class,2015-08-29,48.84
5948,CA-2016-115924,1500,535,194,2016-09-14,Second Class,2016-09-18,25.9
5949,CA-2018-161046,762,119,372,2018-03-05,Same Day,2018-03-05,42.68
5950,CA-2018-161046,410,119,372,2018-03-05,Same Day,2018-03-05,299.97
5951,CA-2018-161046,165,119,372,2018-03-05,Same Day,2018-03-05,262.24
5952,CA-2018-161046,921,119,372,2018-03-05,Same Day,2018-03-05,234.36
5953,US-2018-141698,1770,175,17,2018-04-15,Standard Class,2018-04-21,20.736
5954,US-2015-105151,1707,738,30,2015-03-30,First Class,2015-03-31,10.5
5955,CA-2015-155796,1443,748,332,2015-11-11,Second Class,2015-11-15,23.968
5956,CA-2015-155796,38,748,332,2015-11-11,Second Class,2015-11-15,521.96
5957,CA-2017-127138,274,159,10,2017-03-12,Second Class,2017-03-15,676.55
5958,CA-2017-127138,1272,159,10,2017-03-12,Second Class,2017-03-15,154.9
5959,CA-2017-127138,662,159,10,2017-03-12,Second Class,2017-03-15,30.56
5960,CA-2017-127138,624,159,10,2017-03-12,Second Class,2017-03-15,770.352
5961,CA-2018-150602,1227,505,63,2018-02-09,Second Class,2018-02-14,21.12
5962,CA-2015-140732,517,16,26,2015-11-11,Second Class,2015-11-13,575.928
5963,CA-2015-140732,1035,16,26,2015-11-11,Second Class,2015-11-13,7.78
5964,CA-2015-140732,760,16,26,2015-11-11,Second Class,2015-11-13,123.92
5965,CA-2018-119011,1323,757,10,2018-08-20,Standard Class,2018-08-25,17.22
5966,CA-2018-119011,118,757,10,2018-08-20,Standard Class,2018-08-25,226.56
5967,CA-2018-119011,1518,757,10,2018-08-20,Standard Class,2018-08-25,107.88
5968,CA-2017-166912,1523,337,30,2017-01-15,First Class,2017-01-17,81.98
5969,CA-2015-141726,977,231,189,2015-07-20,First Class,2015-07-22,104.85
5970,CA-2015-141726,305,231,189,2015-07-20,First Class,2015-07-22,8.704
5971,CA-2015-141726,389,231,189,2015-07-20,First Class,2015-07-22,19.92
5972,CA-2015-141726,614,231,189,2015-07-20,First Class,2015-07-22,43.02
5973,CA-2018-115105,790,421,24,2018-02-06,Standard Class,2018-02-11,240.784
5974,CA-2016-143980,1471,83,165,2016-12-25,Standard Class,2016-12-29,414.96
5975,CA-2017-135636,888,141,44,2017-10-08,Standard Class,2017-10-13,387.72
5976,CA-2018-102155,735,646,439,2018-07-13,Standard Class,2018-07-17,360.38
5977,CA-2018-102155,988,646,439,2018-07-13,Standard Class,2018-07-17,13.56
5978,CA-2018-116953,303,604,155,2018-04-24,First Class,2018-04-25,552.0
5979,CA-2015-117765,978,47,312,2015-09-07,Standard Class,2015-09-13,429.9
5980,CA-2015-117765,28,47,312,2015-09-07,Standard Class,2015-09-13,32.06
5981,CA-2015-117765,168,47,312,2015-09-07,Standard Class,2015-09-13,161.96
5982,CA-2015-117765,338,47,312,2015-09-07,Standard Class,2015-09-13,19.86
5983,CA-2017-114895,1642,161,46,2017-11-21,Standard Class,2017-11-28,12.96
5984,CA-2018-112984,631,700,106,2018-09-16,Second Class,2018-09-18,20.544
5985,CA-2017-163776,1436,560,501,2017-07-19,Standard Class,2017-07-25,185.58
5986,CA-2017-163776,1562,560,501,2017-07-19,Standard Class,2017-07-25,77.56
5987,CA-2017-163776,211,560,501,2017-07-19,Standard Class,2017-07-25,87.92
5988,CA-2017-163776,1523,560,501,2017-07-19,Standard Class,2017-07-25,245.94
5989,CA-2017-163776,481,560,501,2017-07-19,Standard Class,2017-07-25,8.6
5990,CA-2017-163776,1660,560,501,2017-07-19,Standard Class,2017-07-25,504.9
5991,US-2018-163300,1179,302,14,2018-09-15,Standard Class,2018-09-21,2357.488
5992,US-2018-163300,195,302,14,2018-09-15,Standard Class,2018-09-21,369.544
5993,US-2018-163300,390,302,14,2018-09-15,Standard Class,2018-09-21,184.752
5994,CA-2017-162187,721,375,48,2017-12-11,Same Day,2017-12-11,64.96
5995,CA-2017-162187,1567,375,48,2017-12-11,Same Day,2017-12-11,13.52
5996,CA-2017-162187,1586,375,48,2017-12-11,Same Day,2017-12-11,458.43
5997,CA-2017-162187,644,375,48,2017-12-11,Same Day,2017-12-11,387.136
5998,CA-2017-162187,963,375,48,2017-12-11,Same Day,2017-12-11,328.59
5999,US-2015-112991,902,65,554,2015-12-10,Standard Class,2015-12-14,338.352
6000,US-2015-112991,713,65,554,2015-12-10,Standard Class,2015-12-14,25.92
6001,US-2015-112991,394,65,554,2015-12-10,Standard Class,2015-12-14,91.36
6002,CA-2015-124079,1143,576,52,2015-12-13,Standard Class,2015-12-17,87.96
6003,CA-2015-124079,531,576,52,2015-12-13,Standard Class,2015-12-17,5.214
6004,US-2018-146878,103,298,230,2018-09-21,Standard Class,2018-09-27,12.294
6005,CA-2018-107244,628,370,26,2018-09-07,Standard Class,2018-09-11,19.76
6006,CA-2016-100657,1535,574,25,2016-11-02,Standard Class,2016-11-07,109.764
6007,CA-2018-129581,1301,472,273,2018-12-11,Standard Class,2018-12-18,128.85
6008,CA-2018-129028,102,335,329,2018-04-01,First Class,2018-04-03,127.95
6009,CA-2016-135580,1139,53,14,2016-12-30,Standard Class,2017-01-03,68.52
6010,CA-2016-135580,353,53,14,2016-12-30,Standard Class,2017-01-03,74.94
6011,CA-2016-135580,669,53,14,2016-12-30,Standard Class,2017-01-03,2548.56
6012,CA-2016-135580,232,53,14,2016-12-30,Standard Class,2017-01-03,271.44
6013,CA-2016-135580,1192,53,14,2016-12-30,Standard Class,2017-01-03,287.88
6014,CA-2017-159016,1103,581,142,2017-03-10,First Class,2017-03-11,14.9
6015,CA-2017-159016,1149,581,142,2017-03-10,First Class,2017-03-11,4158.912
6016,CA-2015-102652,1763,673,14,2015-04-06,Standard Class,2015-04-12,91.96
6017,CA-2015-102652,284,673,14,2015-04-06,Standard Class,2015-04-12,33.11
6018,CA-2015-102652,1166,673,14,2015-04-06,Standard Class,2015-04-12,19.44
6019,CA-2015-102652,1487,673,14,2015-04-06,Standard Class,2015-04-12,55.48
6020,CA-2015-152422,10,632,48,2015-10-05,Second Class,2015-10-10,91.92
6021,US-2017-156692,1296,644,555,2017-08-13,Same Day,2017-08-13,17.34
6022,US-2017-156692,358,644,555,2017-08-13,Same Day,2017-08-13,71.98
6023,CA-2015-130869,112,91,538,2015-11-17,Standard Class,2015-11-21,7.08
6024,US-2018-128832,1068,323,259,2018-04-24,First Class,2018-04-27,69.98
6025,CA-2018-139717,1726,662,403,2018-08-24,Second Class,2018-08-26,646.272
6026,CA-2018-139717,728,662,403,2018-08-24,Second Class,2018-08-26,10.368
6027,CA-2018-136007,1472,557,61,2018-02-23,Standard Class,2018-03-02,8.4
6028,CA-2018-136007,832,557,61,2018-02-23,Standard Class,2018-03-02,71.96
6029,CA-2017-157364,685,300,223,2017-11-19,First Class,2017-11-21,18.48
6030,US-2017-112970,951,622,14,2017-11-14,First Class,2017-11-15,9.84
6031,US-2018-152492,1181,739,230,2018-07-06,Same Day,2018-07-06,239.24
6032,CA-2017-101168,1227,165,556,2017-12-25,Standard Class,2018-01-01,21.12
6033,CA-2018-104010,134,144,165,2018-04-23,First Class,2018-04-25,54.9
6034,CA-2016-130253,1525,453,2,2016-12-14,Standard Class,2016-12-18,15.24
6035,US-2016-155369,415,311,296,2016-04-19,Standard Class,2016-04-25,19.568
6036,US-2016-155369,761,311,296,2016-04-19,Standard Class,2016-04-25,310.392
6037,CA-2017-131205,379,732,521,2017-09-04,Standard Class,2017-09-08,42.6
6038,CA-2017-131205,413,732,521,2017-09-04,Standard Class,2017-09-08,113.94
6039,CA-2017-131205,572,732,521,2017-09-04,Standard Class,2017-09-08,129.92
6040,CA-2017-131205,1274,732,521,2017-09-04,Standard Class,2017-09-08,5.28
6041,CA-2018-122364,1119,136,142,2018-09-24,Standard Class,2018-09-29,859.2
6042,CA-2018-122364,1771,136,142,2018-09-24,Standard Class,2018-09-29,506.28
6043,CA-2017-117912,1105,15,172,2017-02-04,Standard Class,2017-02-08,14.368
6044,CA-2018-145702,542,341,365,2018-05-19,Second Class,2018-05-24,314.352
6045,CA-2018-145702,1051,341,365,2018-05-19,Second Class,2018-05-24,27.888
6046,CA-2016-113215,1072,435,116,2016-09-03,Standard Class,2016-09-08,238.152
6047,CA-2017-154662,1745,683,40,2017-06-09,Standard Class,2017-06-16,692.94
6048,CA-2016-105571,571,292,230,2016-11-07,Standard Class,2016-11-11,16.146
6049,CA-2016-105571,1177,292,230,2016-11-07,Standard Class,2016-11-11,1345.485
6050,CA-2017-152765,1694,202,67,2017-06-15,First Class,2017-06-18,173.488
6051,CA-2016-153878,333,773,202,2016-04-25,Standard Class,2016-04-30,57.75
6052,CA-2016-153878,1310,773,202,2016-04-25,Standard Class,2016-04-30,272.4
6053,CA-2017-124016,1026,186,403,2017-09-23,Second Class,2017-09-26,11.952
6054,CA-2017-124016,1458,186,403,2017-09-23,Second Class,2017-09-26,28.0
6055,CA-2017-124016,700,186,403,2017-09-23,Second Class,2017-09-26,12.201
6056,CA-2017-113551,1340,174,465,2017-08-18,First Class,2017-08-20,2.068
6057,CA-2017-113551,1403,174,465,2017-08-18,First Class,2017-08-20,83.84
6058,CA-2015-107524,153,608,30,2015-03-02,Standard Class,2015-03-08,11.36
6059,CA-2015-107524,58,608,30,2015-03-02,Standard Class,2015-03-08,36.4
6060,CA-2015-138072,1564,316,75,2015-12-30,Standard Class,2016-01-03,27.968
6061,CA-2016-134201,842,259,145,2016-04-10,Standard Class,2016-04-16,142.04
6062,CA-2016-134201,283,259,145,2016-04-10,Standard Class,2016-04-16,14.67
6063,CA-2016-111780,852,268,89,2016-12-25,Second Class,2016-12-30,1199.96
6064,CA-2016-111780,795,268,89,2016-12-25,Second Class,2016-12-30,12.6
6065,CA-2016-111780,458,268,89,2016-12-25,Second Class,2016-12-30,17.94
6066,CA-2016-119942,640,75,75,2016-04-05,First Class,2016-04-07,23.904
6067,CA-2016-151547,1206,734,557,2016-01-17,Standard Class,2016-01-23,88.96
6068,CA-2018-166695,406,255,468,2018-05-20,Standard Class,2018-05-24,518.272
6069,CA-2018-166695,771,255,468,2018-05-20,Standard Class,2018-05-24,6.98
6070,CA-2018-166695,1772,255,468,2018-05-20,Standard Class,2018-05-24,343.2
6071,CA-2018-167542,677,471,75,2018-08-13,Standard Class,2018-08-20,17.544
6072,CA-2016-120901,622,768,111,2016-12-31,Standard Class,2017-01-04,152.688
6073,CA-2016-120901,846,768,111,2016-12-31,Standard Class,2017-01-04,3.488
6074,CA-2016-120901,328,768,111,2016-12-31,Standard Class,2017-01-04,5.888
6075,CA-2018-121398,1243,93,142,2018-12-25,Standard Class,2018-12-29,153.552
6076,CA-2018-121398,274,93,142,2018-12-25,Standard Class,2018-12-29,270.62
6077,CA-2017-151561,476,311,165,2017-09-01,Standard Class,2017-09-07,468.9
6078,CA-2017-151561,1520,311,165,2017-09-01,Standard Class,2017-09-07,72.48
6079,CA-2017-151561,504,311,165,2017-09-01,Standard Class,2017-09-07,10.95
6080,CA-2017-151561,442,311,165,2017-09-01,Standard Class,2017-09-07,191.82
6081,CA-2018-154676,1223,126,33,2018-08-05,First Class,2018-08-08,151.056
6082,US-2015-165589,1599,181,338,2015-02-18,Same Day,2015-02-18,25.16
6083,US-2017-132577,1500,189,15,2017-11-22,Standard Class,2017-11-27,6.216
6084,US-2017-132577,1610,189,15,2017-11-22,Standard Class,2017-11-27,23.616
6085,US-2017-132577,1375,189,15,2017-11-22,Standard Class,2017-11-27,24.032
6086,US-2017-132577,949,189,15,2017-11-22,Standard Class,2017-11-27,2.088
6087,US-2017-132577,1391,189,15,2017-11-22,Standard Class,2017-11-27,4.488
6088,CA-2016-114048,222,14,147,2016-12-14,Standard Class,2016-12-18,29.22
6089,CA-2016-137281,681,542,236,2016-06-13,Standard Class,2016-06-17,6.48
6090,US-2018-162068,923,332,522,2018-12-28,Second Class,2018-12-31,1.188
6091,CA-2018-100111,932,278,46,2018-09-20,Standard Class,2018-09-26,272.646
6092,CA-2018-100111,1773,278,46,2018-09-20,Standard Class,2018-09-26,212.8
6093,CA-2018-100111,1672,278,46,2018-09-20,Standard Class,2018-09-26,38.52
6094,CA-2018-100111,478,278,46,2018-09-20,Standard Class,2018-09-26,72.64
6095,CA-2018-100111,76,278,46,2018-09-20,Standard Class,2018-09-26,45.4
6096,CA-2018-100111,321,278,46,2018-09-20,Standard Class,2018-09-26,13.76
6097,CA-2018-100111,52,278,46,2018-09-20,Standard Class,2018-09-26,80.991
6098,CA-2018-100111,186,278,46,2018-09-20,Standard Class,2018-09-26,11.784
6099,CA-2018-100111,53,278,46,2018-09-20,Standard Class,2018-09-26,4.36
6100,CA-2018-100111,285,278,46,2018-09-20,Standard Class,2018-09-26,2888.127
6101,CA-2018-100111,1149,278,46,2018-09-20,Standard Class,2018-09-26,1299.66
6102,CA-2018-100111,446,278,46,2018-09-20,Standard Class,2018-09-26,2254.41
6103,CA-2018-100111,140,278,46,2018-09-20,Standard Class,2018-09-26,104.85
6104,CA-2018-100111,85,278,46,2018-09-20,Standard Class,2018-09-26,59.97
6105,US-2018-132381,737,657,106,2018-08-22,First Class,2018-08-24,314.532
6106,CA-2016-147011,320,404,328,2016-06-18,Standard Class,2016-06-22,13.632
6107,CA-2015-120852,536,577,71,2015-12-20,Standard Class,2015-12-25,19.432
6108,CA-2015-120852,961,577,71,2015-12-20,Standard Class,2015-12-25,65.44
6109,CA-2017-150007,1551,549,156,2017-09-11,Standard Class,2017-09-16,6.0
6110,CA-2017-150007,1311,549,156,2017-09-11,Standard Class,2017-09-16,1.908
6111,CA-2017-124590,1497,728,271,2017-11-12,Standard Class,2017-11-16,1474.802
6112,CA-2017-124590,15,728,271,2017-11-12,Standard Class,2017-11-16,110.096
6113,CA-2017-124590,204,728,271,2017-11-12,Standard Class,2017-11-16,16.752
6114,CA-2017-124590,2,728,271,2017-11-12,Standard Class,2017-11-16,1537.074
6115,CA-2017-124590,624,728,271,2017-11-12,Standard Class,2017-11-16,449.372
6116,CA-2017-133802,45,71,558,2017-03-14,Standard Class,2017-03-20,41.904
6117,US-2017-113677,1774,476,165,2017-11-13,Standard Class,2017-11-19,2279.96
6118,US-2017-113677,640,476,165,2017-11-13,Standard Class,2017-11-19,14.94
6119,CA-2018-143378,517,336,330,2018-09-19,Standard Class,2018-09-25,191.976
6120,CA-2018-143378,1069,336,330,2018-09-19,Standard Class,2018-09-25,23.832
6121,CA-2018-143378,442,336,330,2018-09-19,Standard Class,2018-09-25,409.216
6122,CA-2018-143378,367,336,330,2018-09-19,Standard Class,2018-09-25,72.588
6123,CA-2018-152660,1425,559,27,2018-12-04,Standard Class,2018-12-09,61.568
6124,CA-2016-142139,1255,175,471,2016-08-31,Standard Class,2016-09-05,20.96
6125,CA-2018-145772,1045,165,2,2018-06-03,Standard Class,2018-06-07,44.75
6126,CA-2018-145772,1775,165,2,2018-06-03,Standard Class,2018-06-07,11.96
6127,CA-2018-145772,767,165,2,2018-06-03,Standard Class,2018-06-07,3.912
6128,CA-2017-124100,164,553,30,2017-03-31,Standard Class,2017-04-06,327.996
6129,US-2015-158400,1088,693,10,2015-10-25,First Class,2015-10-28,49.408
6130,CA-2018-162033,937,774,221,2018-03-26,Standard Class,2018-04-02,53.25
6131,CA-2018-162033,1015,774,221,2018-03-26,Standard Class,2018-04-02,3.76
6132,CA-2015-163447,213,354,165,2015-12-27,Standard Class,2015-12-31,767.214
6133,CA-2018-145737,1523,270,559,2018-09-15,Standard Class,2018-09-20,163.96
6134,CA-2017-148096,1530,775,63,2017-08-16,First Class,2017-08-19,161.28
6135,CA-2017-146766,282,628,458,2017-11-04,Same Day,2017-11-04,192.8
6136,CA-2016-105613,1576,608,478,2016-10-18,Standard Class,2016-10-22,27.696
6137,CA-2016-105613,1307,608,478,2016-10-18,Standard Class,2016-10-22,73.164
6138,US-2017-142251,482,384,475,2017-10-31,Second Class,2017-11-04,32.064
6139,CA-2015-131247,431,316,95,2015-03-30,Standard Class,2015-04-04,205.666
6140,US-2016-113593,1425,721,560,2016-04-18,First Class,2016-04-20,115.44
6141,CA-2018-121083,1767,441,114,2018-07-09,Standard Class,2018-07-15,274.8
6142,CA-2018-121083,1167,441,114,2018-07-09,Standard Class,2018-07-15,195.64
6143,CA-2018-121083,958,441,114,2018-07-09,Standard Class,2018-07-15,257.98
6144,CA-2018-121083,1572,441,114,2018-07-09,Standard Class,2018-07-15,119.04
6145,CA-2018-151190,1071,219,199,2018-06-27,Standard Class,2018-07-01,20.07
6146,CA-2015-133543,502,731,59,2015-12-22,Standard Class,2015-12-26,11.76
6147,CA-2018-105130,502,602,35,2018-11-21,Standard Class,2018-11-25,11.76
6148,CA-2018-105130,987,602,35,2018-11-21,Standard Class,2018-11-25,40.736
6149,CA-2017-161928,1552,664,10,2017-06-27,Second Class,2017-06-29,201.584
6150,CA-2018-101322,57,685,107,2018-12-28,First Class,2018-12-31,340.704
6151,US-2017-106600,1545,529,113,2017-04-08,First Class,2017-04-11,354.9
6152,CA-2015-111871,1602,736,95,2015-03-18,Second Class,2015-03-21,1198.33
6153,CA-2018-139437,211,362,26,2018-07-03,Standard Class,2018-07-08,87.92
6154,CA-2018-151484,1417,52,75,2018-04-20,First Class,2018-04-23,51.968
6155,CA-2018-151484,81,52,75,2018-04-20,First Class,2018-04-23,51.336
6156,CA-2018-151484,404,52,75,2018-04-20,First Class,2018-04-23,332.704
6157,CA-2018-151484,1382,52,75,2018-04-20,First Class,2018-04-23,42.408
6158,CA-2017-104150,114,744,312,2017-08-03,Second Class,2017-08-05,81.54
6159,CA-2017-104150,1776,744,312,2017-08-03,Second Class,2017-08-05,167.28
6160,CA-2017-161025,1663,307,14,2017-12-03,Standard Class,2017-12-09,772.68
6161,CA-2015-103989,525,205,153,2015-03-19,First Class,2015-03-21,323.976
6162,CA-2015-103989,1140,205,153,2015-03-19,First Class,2015-03-21,11.808
6163,CA-2015-103989,377,205,153,2015-03-19,First Class,2015-03-21,26.16
6164,CA-2015-103989,1404,205,153,2015-03-19,First Class,2015-03-21,33.57
6165,CA-2015-103989,1036,205,153,2015-03-19,First Class,2015-03-21,4.992
